#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01 〔四阿鋡暮抄〕－【宮】
<009705>＊ 〔經〕－【宋】【宮】【聖】
[009734]34 尼＋（者）【宋】【宮】【聖】【石】
<009706>＊ 〔論〕－【宮】【聖】【石】
[009735]35 〔大〕－【三】【宮】
[009736]36 〔丹注…也〕十一字－【宮】，（（丹注…也））十一字＝（（得佛道時所得））六字【聖】，（（得佛得道時所得也））【石】
[009737]37 羅＝鄰【聖】【石】下同
[009738]38 有＋（但）【石】
[009739]39 悉＝所【聖】【石】
<009707>＊ 〔經〕－【宋】【宮】【聖】
[009740]40 通＋（者）【宋】【宮】【聖】【石】
<009708>＊ 〔論〕－【宮】【聖】【石】
[009741]41 意＋（足）【石】
[009742]42 耳＋（知）【聖】
[009743]43 意＋（道）【石】
[009744]44 變＋（自在）【聖】
[009745]45 遠令＝令遠【宮】
[009801]01 久＋（能）【聖】
[009802]02 〔可〕－【聖】＊
<009801>＊ 〔可〕－【聖】
[009803]03 聖如意＝自在【聖】【石】
[009804]04 〔修〕－【三】【宮】
[009805]05 覆＝粗【三】【宮】
[009806]06 見＝是【三】【宮】【聖】【石】
[009807]07 有＋（有）【聖】
[009808]08 得＝生【聖】
[009809]09 念＋（念）【宮】
[009810]10 得故＝故得【聖】
[009811]11 〔復次〕－【三】【宮】
[009812]12 以＝現【聖】
[009813]13 〔現〕－【聖】
[009814]14 曰＋（若）【聖】【石】
[009815]15 佛＋（者）【聖】【石】
[009816]16 小功德天眼＝天眼小功德【聖】
[009817]17 諸餘＝及餘諸【石】
[009818]18 〔天〕－【石】
[009819]19 佛＋（及）【聖】
[009820]20 離欲五通凡夫＝凡夫人離欲五通【石】
[009821]21 〔阿〕－【石】
[009822]22 世界＝國土【聖】【石】＊
<009802>＊ 世界＝國土【聖】【石】
<009803>＊ 世界＝國土【聖】【石】
[009823]23 〔大千〕－【聖】【石】
<009804>＊ 世界＝國土【聖】【石】
[009824]24 乃至＝及知【聖】，及至【石】
[009825]25 知心＝得知他心【石】
[009826]26 〔竟〕－【三】【宮】【聖】
<009805>＊ 〔經〕－【宋】【宮】【聖】
[009827]27 受＋（者）【宋】【聖】【石】
<009806>＊ 〔論〕－【宮】【聖】【石】
<009807>＊ 偈說＝說偈【聖】
[009828]28 口＝中【聖】
[009829]29 業＝等【聖】
[009830]30 多＝名【宮】【聖】
<009808>＊ 〔經〕－【宋】【宮】【聖】
[009831]31 怠＋（者）【宋】【宮】【聖】【石】
<009809>＊ 〔論〕－【宮】【聖】【石】
[009832]32 〔法〕－【三】【宮】
<009810>＊ 偈說＝說偈【聖】
[009833]33 已＝以【聖】
<009811>＊ 〔經〕－【宋】【宮】【聖】
[009834]34 聞＋（者）【宋】【宮】【聖】【石】
<009812>＊ 〔論〕－【宮】【聖】【石】
[009835]35 （供）＋養【宮】
[009836]36 賊＋（如雹）【聖】
[009837]37 譬如天雹傷＝復【聖】
[009838]38 〔如〕－【聖】
[009839]39 譬喻＝喻譬【石】
<009813>＊ 偈說＝說偈【聖】
[009840]40 樂＝利【宮】【石】
[009841]41 世墮＝墮於【石】
<009814>＊ 〔經〕－【宋】【宮】【聖】
[009842]42 望＋（者）【宋】【宮】【聖】【石】
<009815>＊ 〔論〕－【宮】【聖】【石】
[009843]43 眾＋（生）【石】
[009844]44 〔名〕－【宮】
[009845]45 聲＝聞【石】
[009846]46 〔忍〕－【宮】
<009816>＊ 偈說＝說偈【聖】
[009847]47 言語＝語言【聖】
<009901>＊ 〔經〕－【宋】【宮】【聖】
[009901]01 忍＋（者）【宋】【宮】【聖】【石】
<009902>＊ 〔論〕－【宮】【聖】【石】
[009902]02 云何甚深法＝問曰云何名甚深法答曰【聖】，問曰云何甚深忍答曰【石】
[009903]03 〔甚〕－【聖】【石】
[009904]04 〔法〕－【宮】，法＋（佛口自說）【聖】，（佛自口說）【石】
[009905]05 依＝說法破【元】【明】【聖】【石】
[009906]06 〔生〕－【元】【明】【聖】【石】
[009907]07 〔永離〕－【元】【明】【聖】【石】
[009908]08 是＝故【聖】【石】
[009909]09 小＝少【三】【宮】
[009910]10 〔復次〕－【石】
[009911]11 想＝相【聖】＊
<009903>＊ 想＝相【聖】
[009912]12 〔得〕－【宋】【宮】
<009904>＊ 〔經〕－【宋】【宮】【聖】
[009913]13 力＋（者）【宋】【宮】【聖】【石】
<009905>＊ 〔論〕－【宮】【聖】【石】
[009914]14 說＝讚【石】
[009915]15 曰＋（二種）【石】
[009916]16 〔有二種〕－【石】
[009917]17 畏＋（故）【石】
[009918]18 無＋（所）【石】
[009919]19 故＋（故）【聖】
[009920]20 〔故〕－【三】【宮】
[009921]21 欲＋（令）【石】
[009922]22 於＝菩薩【聖】
<009906>＊ 〔經〕－【宋】【宮】【聖】
[009923]23 事＋（者）【宋】【宮】【聖】【石】
<009907>＊ 〔論〕－【宮】【聖】【石】
[009924]24 陰＝眾【石】
[009925]25 〔性〕－【宮】【聖】
[009926]26 法＋（是）【石】
[009927]27 纏陰界入＝縛眾入界【石】
[009928]28 界入＝入界【聖】
[009929]29 魔民魔人＝魔人魔民【聖】
[009930]30 〔為〕－【石】
[009931]31 〔為〕－【三】【宮】
[009932]32 〔法〕－【三】【宮】【石】
[009933]33 為＝在【三】【宮】
[009934]34 眠睡＝睡眠【石】
[009935]35 憂＝愛【元】【明】
[009936]36 即滅＝而退【聖】
[009937]37 現＝見【聖】
[009938]38 眾＝陰【石】
[009939]39 莫＝真【石】
[009940]40 若＋（有）【聖】
[009941]41 （作）＋色【三】【宮】
[009942]42 此＝是【石】
[009943]43 〔是〕－【聖】【石】
[009944]44 〔人輩〕－【石】
[009945]45 〔丹本…也〕八字－【三】【宮】，（（丹本…也））八字＝（（五情箭））三字【聖】，（（五欲箭））三字【石】，但聖本作本文
[009946]46 〔故〕－【三】【宮】
[009947]47 〔是〕－【聖】
[009948]48 怨讎＝怨家讎【聖】，怨家【石】
[010001]01 斫＝破【石】
[010002]02 〔愚〕－【石】
[010003]03 又＝有【石】
[010004]04 淨＋（而）【聖】【宮】
[010005]05 利＝無【三】，〔利益〕－【宮】，〔利益不用〕－【石】
<010001>＊ 〔經〕－【宋】【宮】【聖】
[010006]06 脫＋（者）【宋】【宮】【聖】【石】
<010002>＊ 〔論〕－【宮】【聖】【石】
[010007]07 業＋（障）【聖】
[010008]08 積集諸業＝諸業積集【聖】【石】
[010009]09 （合）＋時【三】
[010010]10 亡＝忘【三】【聖】【宮】
[010011]11 〔諸〕－【聖】
[010012]12 久＋（久）【聖】
[010013]13 〔時〕－【聖】
[010014]14 （拎）＋凡【聖】
<010003>＊ 偈說＝說偈【聖】
[010015]15 使＝業【三】【宮】【聖】
[010016]16 最為＝為最【三】【宮】【聖】【石】
[010017]17 世間＝世界【三】【宮】【聖】
[010018]18 輪轉＝轉輪【石】
[010019]19 盡＝滅【聖】
[010020]20 責＝債【三】【宮】
[010021]21 逐＝遂【聖】【石】
[010022]22 免＝勉【聖】
[010023]23 珂＝阿【聖】
[010024]24 羅剎＝羅剌【宋】【明】【宮】，羅刺【元】，刺遂【聖】【石】
[010025]25 仰＝作【聖】
[010026]26 害＝苦【宮】
[010027]27 逐＝遂【石】
[010028]28 亡＝忘【三】【宮】【聖】【石】
[010029]29 不離＝常隨【聖】【石】
<010004>＊ 〔經〕－【宋】【宮】【聖】
[010030]30 法＋（者）【宋】【宮】【聖】【石】
<010005>＊ 〔論〕－【宮】【聖】【石】
[010031]31 法＋（者）【石】
[010032]32 〔法〕－【三】【宮】【聖】
[010033]33 〔為〕－【三】【宮】
[010034]34 〔為體〕－【三】【明】
[010035]35 （諸）＋識【石】
[010036]36 是所住＝四陰住所【聖】
[010037]37 〔渴〕－【聖】
[010038]38 〔緣〕－【三】【宮】【聖】
[010039]39 眾＝陰【聖】
[010040]40 老＝者【宮】
[010041]41 彼＝說【三】【宮】【聖】【石】
[010042]42 〔因〕－【聖】
<010006>＊ 〔經〕－【宋】【宮】【聖】
[010043]43 已＝以【聖】【石】
[010044]44 願＋（者）【宋】【宮】【聖】【石】
<010007>＊ 〔論〕－【宮】【聖】【石】
[010045]45 千＝十【三】＊
[010046]46 軟＝濡【聖】【石】＊
<010008>＊ 千＝十【三】
[010047]47 〔去〕－【三】【宮】
[010048]48 願＋（也）【聖】
<010009>＊ 〔經〕－【宋】【宮】【聖】
[010049]49 粗＋（者）【宋】【宮】【聖】【石】
<010010>＊ 〔論〕－【宮】【聖】【石】
[010050]50 喜＋（大捨）【三】【宮】
<010011>＊ 偈說＝說偈【聖】
<010101>＊ 軟＝濡【聖】【石】
[010101]01 譬如馬有轡＝如馬四種轡【聖】，譬馬四種轡【石】
<010102>＊ 〔經〕－【宋】【宮】【聖】
[010102]02 畏＋（者）【宮】
<010103>＊ 〔論〕－【宮】【聖】
[010103]03 〔上〕－【宮】【石】
<010104>＊ 偈說＝說偈【聖】
[010104]04 法＝語【聖】
[010105]05 正＝政【聖】
<010105>＊ 偈說＝說偈【聖】
[010106]06 福德＝功德【石】
<010106>＊ 偈說＝說偈【聖】
[010107]07 如＝此【宮】
<010107>＊ 〔經〕－【宋】【宮】【聖】
[010108]08 出＋（者）【宋】【宮】【聖】【石】
<010108>＊ 〔論〕－【宮】【聖】
[010109]09 〔四〕－【元】【明】
[010110]10 〔世〕－【宋】【宮】【聖】
<010109>＊ 偈說＝說偈【聖】
[010111]11 生＝大【宋】【宮】，而【元】【明】【聖】【石】
[010112]12 大＝重【石】
[010113]13 心＝者【三】【宮】【聖】【石】
[010114]14 〔逆順〕－【三】【宮】
[010115]15 知＋（解）【聖】【石】
[010116]16 〔皆〕－【三】【宮】
[010117]17 〔說〕－【元】【明】
[010118]18 說＝語【三】【宮】【聖】【石】
<010110>＊ 偈說＝說偈【聖】
[010119]19 義＝相【三】【宮】
[010120]20 慧＝聞【三】【宮】【聖】
[010121]21 明＝智【三】【宮】【聖】
[010122]22 欣豫＝歡喜【聖】【石】
[010123]23 天＝大【聖】【石】
<010111>＊ 偈說＝說偈【聖】
[010124]24 （（大智…五））七字＝（（大智論釋初品中摩訶薩第六下訖第七菩薩功德大智論卷第五））二十六字【聖】，（（大智度經論卷第五））八字【石】
[010125]25 （（大智…六））十六字＝（（大智度論卷第六釋初品中喻））十二字【三】【宮】，喻字下宋本有第十一三字，宮本有第八二字，（（大智論釋初品中十喻第八卷第六））十四字【聖乙】，（（摩訶般若波羅蜜經論釋初品中如幻等義第七））十九字【聖丙】，（（大智度經論卷第六釋初品中十喻七））十五字【石】，此所聖本破損
[010126]26 〔龍樹菩薩造〕－【宮】，〔龍樹…譯〕二十一字－【聖】【聖乙】【聖丙】【石】
<010112>＊ 後秦龜茲國＝姚秦【三】【宮】，〔後秦…譯〕十六字－【聖】【石】
<010113>＊ 〔奉詔〕－【三】【宮】
[010127]27 〔經〕－【宋】【宮】聖＊本破損而經解了諸法五字不見
[010128]28 響＝嚮【聖】【石】
[010129]29 犍＝揵【三】【宮】
[010130]30 〔論〕－【宋】【宮】【聖乙】＊
[010131]31 〔不應〕－【聖乙】
[010132]32 至＋（無）【聖丙】
[010133]33 〔以諸法空故〕－【三】【宮】【聖】
[010134]34 （有）＋實【聖】
[010135]35 （（與六…亂））九字＝（（故不相錯亂與六情相對））十字【聖】【石】
[010136]36 白＝問【聖】【石】
[010201]01 言世尊＝大德是【聖】【聖乙】【石】
[010202]02 〔如〕－【石】
[010203]03 世尊＝大德【石】＊
[010204]04 者＝有【聖乙】＊
<010201>＊ 者＝有【聖乙】
[010205]05 白佛＝問【聖】
[010206]06 〔業〕－【三】【宮】
[010207]07 〔受〕－【聖】
[010208]08 （無明）＋無【聖乙】
[010209]09 幻＝所【聖乙】
<010202>＊ 者＝有【聖乙】
<010203>＊ 者＝有【聖乙】
[010210]10 言＝曰【聖乙】＊
[010211]11 妓＝伎【聖乙】＊
[010212]12 伎＝妓【三】【聖乙】
[010213]13 〔德〕－【石】
[010214]14 白＝答【石】
[010215]15 佛＋（言）【三】【宮】【聖乙】【石】
<010204>＊ 世尊＝大德【石】
[010216]16 爾雖＝法爾雖【元】【明】，法爾佛言雖【聖乙】
[010217]17 〔佛言〕－【聖乙】
[010218]18 行＋（乃）【聖乙】
[010219]19 〔陰〕－【三】【宮】，陰＝聚【聖乙】
[010220]20 〔亦〕－【宋】【宮】
[010221]21 （聚）＋集【聖乙】
[010222]22 不＋（得）【聖乙】【石】
[010223]23 以＝如【宋】
[010224]24 〔見〕－【三】【宮】，見＝動【聖乙】
[010225]25 〔之〕－【三】【宮】【聖】【聖乙】
[010226]26 〔相〕－【聖乙】【石】
[010227]27 日光熱＝日光【三】，光【宮】【聖乙】
[010228]28 想＝相【三】【宮】
[010229]29 陰界＝眾持【聖乙】
[010230]30 相＝想【聖乙】＊
<010205>＊ 相＝想【聖乙】
<010206>＊ 相＝想【聖乙】
[010231]31 〔實〕－【三】【宮】【聖】
[010232]32 中＋（行）【石】
[010233]33 而凡天＝凡【三】【宮】【聖】，凡見【聖乙】
[010234]34 〔吾〕－【聖乙】
[010235]35 偈說＝說偈【聖乙】＊
[010236]36 攪＝擾【元】【明】【宮】【聖】【聖乙】＊
<010207>＊ 攪＝擾【元】【明】【宮】【聖】【聖乙】
[010237]37 縹＝[縹*寸]【聖乙】
[010238]38 郭＝墎【聖乙】
[010239]39 青＝清【石】
[010240]40 雲＝雪【三】【宮】【聖乙】
[010241]41 〔者〕－【宋】【宮】
[010242]42 〔穴〕－【三】【宮】【聖乙】
[010243]43 住＝作【聖】【聖乙】＊
[010244]44 〔有〕－【聖乙】
<010208>＊ 住＝作【聖】【聖乙】
<010209>＊ 住＝作【聖】【聖乙】
<010210>＊ 住＝作【聖】【聖乙】
[010245]45 滅＝死【三】【宮】【聖】【聖乙】
[010301]01 〔更無法〕－【三】【宮】【聖乙】
[010302]02 〔如虛空〕－【三】【宮】【聖乙】
[010303]03 響＝嚮【石】下同
[010304]04 者＝人【聖乙】
[010305]05 〔更有聲〕－【三】【宮】【聖乙】
[010306]06 檀＝陀【元】【明】【石】
[010307]07 項＝頂【宮】【聖】【聖乙】【石】
[010308]08 現＝視【宮】【聖】【石】
[010309]09 是＝言【三】【宮】【聖乙】
[010310]10 融＝鎔【三】【宮】
[010311]11 〔言〕－【聖乙】
[010312]12 犍＝揵【三】【宮】【聖】【聖乙】
[010313]13 〔此城〕－【宮】【聖】
[010314]14 〔但可〕－【聖乙】
[010315]15 〔而〕－【聖乙】
[010316]16 〔有〕－【聖乙】
[010317]17 之＝揵闥婆城【聖乙】
[010318]18 狹＝夾【聖乙】
[010319]19 有＝者【石】
[010320]20 陰＝眾【三】【宮】【聖乙】
[010321]21 〔吾〕－【聖乙】
[010322]22 欺誑＝誑欺【石】
[010323]23 無＋（吾）【聖乙】
[010324]24 （譬）＋喻【聖乙】【石】＊
[010325]25 （譬）＋喻【聖】【石】
[010326]26 （譬）＋喻【聖乙】
[010327]27 受＝痛【宮】，觸【石】
[010328]28 〔喻〕－【聖乙】
[010329]29 曰＋（若）【石】
[010330]30 法＝經【聖乙】＊
<010301>＊ 法＝經【聖乙】
[010331]31 眠故＝眠力故【聖乙】，眠中【石】
[010332]32 （（不應…喜））十字＝（（不應喜而喜不應瞋而瞋））十字【聖乙】
[010333]33 〔實〕－【宋】【宮】
[010334]34 陰＝眾【石】
[010335]35 〔因〕－【石】
[010336]36 餘處＝處餘【聖乙】
[010337]37 頭＝尺【三】【宮】
[010338]38 〔可〕－【石】
[010401]01 見有＝有見【宋】【宮】
<010401>＊ 偈說＝說偈【聖乙】
<010402>＊ 偈說＝說偈【聖乙】
[010402]02 結＋（使）【聖乙】【石】
<010403>＊ 相＝想【聖乙】
<010404>＊ 相＝想【聖乙】
<010405>＊ 偈說＝說偈【聖乙】
[010403]03 逐＝遂【石】＊
