#T24
#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
# （（））─ 與＝配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[009901] 〔大〕－【明】＊
[039702] 自＝白【宮】
[039703] 舁＝輿【三】【宮】【聖】＊
[039704] 舉＝輿【三】【宮】＊
[039705] 浴＝沐【三】【宮】【聖】
[039706] 支＝肢【元】【明】＊
[039707] 駛＝駃【宋】【宮】＊
[039708] 趒＝越【三】【宮】＊
[039709] （水）＋[澗-日+月]【三】【宮】
[039710] 救＝拔【三】【宮】，拔度【聖】
[039711] 等覺＝覺等【三】【宮】
[039712] 馬既命終＝時馬命既終【三】【宮】
[039713] 報＋（王）【三】【宮】
[039714] 爾者＝輸稅【三】【宮】
[039801] 〔宜〕－【聖】
[039802] 彼＝昔【三】【宮】【聖】
[039803] 苦楚＝楚苦【三】【宮】【聖】
[039804] 彼＝般【三】【宮】
[039805] 以是＝是以【三】
[039806] 〔者〕－【三】【宮】
[039807] 髻＝髮【明】
[039808] 〔世〕－【三】【宮】
[039901] 絛＝修【宮】
[039902] 四＝曰【宋】
[039903] 總攝乃至千金二十字宋元明宮四本俱作本文但生成乃至千金十六字作四句偈
[039904] 若＝今乃【三】【宮】
[039905] 觀＝現【宮】
[039906] 悲＝慈【三】【宮】【聖】
[039907] 間＝聞【三】
[039908] 想＝相【明】
[039909] 斂＝歛【元】【明】
[039910] 云何＝何言【三】【宮】，何云【聖】
[039911] 可＝何【三】
[039912] 命＝念【聖】
[039913] 託＝托【三】【宮】
[039914] 七＝士【宮】
[039915] 酥＝蘇【三】【宮】
[039916] 〔駕〕－【三】【宮】【聖】
[039917] 可速＝即可【三】【宮】
[039918] 園＝國【聖】
[040001] 住＝壽【三】【宮】
[040002] 壽＝命【三】【宮】
[040003] 天＝大【三】【宮】
[040004] 幢幡＝幢旛【明】下同
[040005] 疊＝[疊*毛]【三】【宮】下同
[040006] [者*見]＝堵【三】【宮】＊
[040007] 周匝＝周遍【三】【宮】
[040008] 捧＝持【宮】
[040009] 物＝勿【三】【宮】
[040101] 肅＝整【三】【宮】
[040102] 波波＝彼【三】【宮】
[040103] 〔大〕－【聖】
[040104] 辯＝辦【元】
[040105] 不＝豈【三】【宮】
[040106] 雖＝曰【三】，今【宮】
[040107] 曰＝言【明】
[040108] 大＝太【元】
[040109] 難＝准【宮】【聖】
[040110] 姑＝呫【三】【宮】
[040111] 伽＝揭【三】【宮】＊
[040112] 裝＝作【三】【宮】【聖】
[040113] 抑＝仰【明】
[040201] 此下聖本有光明皇后願文
[040202] 頌＋（說）【明】
[040203] 幡＝旛【明】下同
[040204] 同＝將【三】【宮】
[040205] [者*見]＝堵【三】【宮】＊
[040206] 姑＝呫【三】【宮】
[040207] 伽＝揭【三】【宮】
[040208] 炭＝[厂@火]【三】【宮】
[040209] [口*宅]＝吒【宮】
[040210] 便＝使【聖】
[040211] 揵稚＝犍椎【元】，犍椎【明】
[040212] 揵稚＝犍椎【元】【明】
[040301] 說＝語【三】【宮】
[040302] 他＝化【宮】
[040303] 真＝親【三】【宮】
[040304] 談＝說【聖】
[040305] 性＝法【三】【宮】
[040306] 含＝合【宮】
[040307] 華＝化【宮】
[040308] 伽他＝伽陀【三】【宮】下同
[040401] 〔答〕－【三】【宮】
[040402] （僧伽…陀）九字＝（阿難陀苾芻）五字【三】【宮】
[040403] 人＝事【三】【宮】
[040404] 〔阿難陀〕－【三】【宮】
[040405] 諸＝僧伽許【三】【宮】
[040406] 〔聽〕－【三】【宮】
[040407] 已＝今【三】【宮】
[040408] 處＝雲【聖】
[040409] 垂＝乘【聖】
[040410] 貞＝真【元】【明】
[040411] 何＝不【宮】
[040412] 見戒＝戒見【三】【宮】
[040413] 世間＝世界【三】【宮】
[040414] 真＝直【三】【宮】【聖】
[040415] 減＝滅【聖】＊
[040501] 欲＋（得）【三】【宮】
[040502] 可＋（更）【三】【宮】＊
[040503] 令＝今【三】【宮】
[040504] 小＋（戒）【三】【宮】＊
[040505] （若）＋聞【三】【宮】
[040506] 大＝不【明】【宮】，火【聖】
[040507] 相＝根【宮】
[040508] （一）＋籌【三】【宮】
[040509] 面＝向【宮】
[040510] 詰＝語【聖】
[040601] 鍊＝練【三】【宮】
[040602] 言＋（今時）【三】【宮】
[040603] 聽＋（許具壽）【三】【宮】
[040604] 與＝許此【三】【宮】
[040605] （同）＋梵【三】【宮】
[040606] 敬＝致【三】【宮】【聖】
[040607] 所＝聖【三】【宮】
[040608] 虔＝處【明】
[040609] 而＝佛【明】
[040610] 頌曰＝偈言【三】【宮】
[040611] 踞＝居【宮】
[040612] 踞＝居【三】【宮】
[040613] （如）＋是【三】【宮】
[040701] （謂）＋正見【三】【宮】
[040702] 已＝尸【明】
[040703] 佛＝薄伽梵【三】【宮】
[040704] 斯＋（仙人墮處）【三】【宮】
[040705] （爾時世尊）＋告【三】【宮】
[040706] 〔五〕－【三】【宮】
[040707] 〔苾芻〕－【三】【宮】
[040708] （廣說…曰）十字＝（復次苾芻）四字【三】【宮】
[040709] 〔苦行〕－【聖】
[040710] 脫＋（信受奉行）【三】【宮】
[040711] （此）＋是【三】，（此毘奈耶）＋是【宮】
[040712] 〔也〕－【三】【宮】
[040713] 中中說＝說事處中【三】【宮】
[040714] 句＋（等）【三】【宮】
[040715] 結＝能【三】【宮】
[040716] 成＝應作【三】【宮】
[040717] 下＋（具壽）【三】【宮】
[040718] 此下聖本有光明皇后願文
[040719] 六＝餘【三】【宮】【聖】
[040720] 五百之餘＝次說五百【三】【宮】【聖】
[040801] 波＝婆【三】【宮】
[040802] 入＝人【聖】
[040803] 闕＝缺【明】
[040804] 癡＝闇【三】【宮】
[040805] 曀＝翳【三】【宮】
[040806] 王＝主【聖】
[040807] 麻＝勝【宮】
[040808] 為＝仙【宮】
[040809] 誠＝識【宮】
[040810] 敬＝欲【聖】
[040901] 往＝住【宮】
[040902] 未＝夫【明】
[040903] 壘＝疊【三】【宮】
[040904] 光彩＝光輝【三】【宮】
[040905] 隱沒＝沈隱【三】【宮】【聖】
[040906] 時＝昔【宮】
[040907] 棟梁＝梁棟【三】【宮】
[040908] 迦攝＋（波）【宮】
[040909] 人喚為＝名【三】，（人喚…也）二十字＝（云尊足）三字【宮】
[040910] 眼＝耶【宮】
[040911] [者*見]＝堵【三】【宮】＊
[040912] 言＝曰【明】
[040913] 授＝受【三】【宮】【聖】
[040914] 衣＋（即是麻類堪織為衣[色-巴+鹿]布相似）夾註【三】【宮】
[041001] 忘＝妄【三】【宮】
[041002] 歎＝難【聖】
[041003] 殼＝[穀-禾+卵]【三】【宮】
[041004] 導＝道【三】
[041005] 孤＝狐【三】【宮】
[041006] 於＋（此）【三】【宮】
[041007] 弶＝殑【三】【宮】＊
[041008] 流中＝中流【三】【宮】
[041009] 囑＝屬【三】【宮】
[041010] [女*占]＝呫【三】【宮】＊
[041011] （遂）＋作【三】【宮】
[041012] 說伽他＝伽陀誦【三】【宮】
[041013] 所＋（所）【聖】
[041014] （神）＋通【三】【宮】
[041015] 為＝云【三】【宮】
[041016] 〔其名〕－【聖】
[041017] 故＋（為是特尊者）【宮】
[041018] 今＝令【聖】
[041101] 曰＝為【三】【宮】
[041102] 加＝跏【三】【宮】＊
[041103] 盛＝壯【三】【宮】
[041104] 物＝勿【三】【宮】
[041105] 〔身〕－【聖】
[041106] 妙＝碎【宮】
[041107] 杖＝仗【三】【宮】
[041108] 是＝見【明】
[041109] 王＝高【宮】
[041110] 峪＝珞【宮】
[041111] 隨＝任【三】，住【宮】
[041112] 種＝神【聖】
[041113] 跌＝趺【宮】
[041114] 此＝地【三】【宮】
[041115] 筩＝筒【三】【宮】＊，角【聖】＊
[041116] 諸＝謂【聖】
[041201] 耶＝那【明】
[041202] 尊＝遵【聖】下同
[041203] 緩＝緣【宮】
[041204] 苾芻＋（眾）【三】【宮】
[041205] 〔共〕－【三】【宮】
[041206] 〔問〕－【明】
[041207] 言＝曰此【明】【宮】
[041208] 許＝作【明】
[041209] 〔而〕－【三】【宮】
[041301] 曰＝言【三】【宮】【聖】
[041302] 謂＝為【明】
[041303] 帖＝貼【明】
[041304] 曰＝由【三】【宮】【聖】
[041305] 是＝爾【三】【宮】
[041306] 他＝陀【三】【宮】＊
[041401] 揵稚＝犍稚【宋】【宮】＊，犍椎【元】【明】
[041402] 離＝羅【聖】
[041403] 佇＝倚【聖】
[041404] 病＝食【三】【宮】
[041405] 惠＝慧【三】【宮】
[041406] 此下聖本有光明皇后願文
[041501] 〔大〕－【三】【宮】＊，〔大唐〕－【久】
[041502] 制＝詔【宋】【元】
[041503] 戶＝尸【久】
[041504] 自言＝白言【宮】＊
[041505] （不）＋能【三】【宮】
[041506] 〔數〕－【久】
[041507] 枚＝牧【久】＊
[041508] 〔五〕－【久】
[041509] 挂＝掛【三】【宮】，桂【久】
[041510] 日＝曰【久】
[041511] 告＝作【三】
[041601] 他＝陀【三】【宮】＊
[041602] 六＝五【宮】
[041603] 其＝某【宮】
[041604] 倣＝昉【久】
[041605] 六＝十八【宮】，十五【久】
[041606] 五＝三【久】
[041607] 月＝日【明】【宮】
[041608] 他＝地【久】
[041701] 匝＝市【明】
[041702] 心＝或【宮】
[041703] 如＝知【三】【宮】
[041704] 〔有〕－【久】
[041705] 持＝於【久】
[041706] 壓＝押【久】＊
[041801] （言）＋由【三】【宮】
[041802] 抄＝杪【元】【明】＊
[041803] 坐＝生【久】
[041804] 踞＝居【宋】【元】【宮】
[041805] 麗本無此譯場列位今以宋元宮久四本對校明本載
[041806] （寺）＋主【久】＊
[041807] 渭＝洛【宮】【久】
[041808] 莊＝在【久】
[041809] 〔大〕－【久】
[041810] 〔門〕－【久】
[041811] 〔翻經．．．義〕二十九字－【久】
[041812] 左＝右【久】＊
[041813] 何＝阿【久】
[041814] 臣＝巨【宋】
[041815] 監＝濫【久】＊
[041816] 〔少〕－【久】
[041817] 〔宋國〕－【久】
[041818] 〔臣〕－【宋】【宮】【久】
[041901] 酇＝鄧【久】
[041902] 〔著紫佩金魚〕－【久】
[041903] 〔翻經…義〕六十八字－【久】
[041904] 堅貞＝望【久】
[041905] 〔開〕－【久】
[041906] 男＝界【久】＊
[041907] 蒲＝[泳-永+(亡/(睪-幸+(鼠-臼)))]【久】
[041908] 平＝羊【久】
[041909] 乂＝叉【久】
[041910] （臣）＋韋【久】
[041911] （直）＋學【久】
[041912] 頲＝頊【久】
[041913] 〔郎〕－【久】
[041914] 佺＝伶【久】
[041915] 平＋（一）【久】
[041916] 〔翻經…隱〕十八字－【久】
[041917] 署＝著【久】
[041918] 臣王＝王臣【久】
[041919] 二＝一【宮】
[041920] 述＝迷【宋】【元】
[041921] 應＋（譯）【三】
[042001] 酥＝蘇【宋】【宮】＊
[042002] ＝醋【三】【宮】
[042003] 渧＝滴【三】【宮】
[042004] 桃＝萄【明】
[042005] 榓＝蜜【三】【宮】
[042006] 侍＝持【三】【宮】
[042101] 則＝別【元】【明】
[042102] 主＝三【宮】
[042103] （或）＋與【三】【宮】
[042104] 時＝所【宮】
[042105] 飲食＝我食【宮】
[042106] 隨＝墮【三】
[042107] 去＝云【宋】【元】
[042201] 二＝一【元】
[042202] 疊＝[疊*毛]【三】【宮】
[042203] 財＝物【三】【宮】
[042204] 今我求＝我今求【宋】【宮】，我今來【明】
[042205] 旦＝[一/旦]【元】
[042301] 往＝詣【三】【宮】
[042302] 以＝於【明】
[042303] 惱＝悔【三】【宮】
[042304] 財＝母【明】
[042305] 財＝母【三】【宮】
[042306] 有若＝若有【三】【宮】＊
[042307] 宅＝擇【明】
[042308] 不字以上聖本卷首斷缺
[042401] 來＝求【明】
[042402] 擯＝檳【聖】＊
[042403] 解＝觸【三】
[042404] 相伏＝伏相【三】【宮】【聖】
[042405] 〔五〕－【聖】
[042501] 乃＝及【宋】【宮】
[042502] 〔不應…法〕十四字－【明】
[042503] 〔尼陀那〕－【三】【宮】【聖】
[042504] 椎＝柱【宋】【明】【宮】，推【聖】
[042505] 檀＝壇【三】【宮】
[042506] 揭＝竭【宋】【明】【宮】
[042507] 雨＝兩【聖】
[042508] 他＝陀【明】＊
[042509] 丈夫＝大夫【宮】
[042510] 倰＝凌【三】【宮】＊，陵【聖】＊
[042511] 伽＝迦【三】【宮】
[042512] 餅＝飯【三】
[042513] 盛＝成【聖】
[042514] 見＝是【三】【宮】
[042601] 重＝熏【三】【宮】【聖】
[042602] 謂＝諸【三】【宮】
[042603] 釘＝丁【聖】
[042604] 別＝他【明】
[042605] 言＝云【三】【宮】【聖】
[042606] 〔緣〕－【聖】
[042607] 裙＝[巾*君]【聖】
[042608] 教＝交【三】【宮】
[042609] 〔無〕－【聖】
[042701] 五＝立【聖】
[042702] 為＝是【三】【宮】
[042703] 剃＝制【聖】
[042704] 蘭＝闌【聖】
[042705] 團＝圓【聖】
[042706] 我＋（我）【聖】
[042707] 開＝聞【聖】
[042708] 此下聖本有光明皇后願文
[042709] 聖本首缺
[042801] 意＝喜【三】【宮】
[042802] 作＝畜【三】【宮】
[042803] 膩＝[貝*貳]【宋】【元】【宮】
[042804] 利＝[唎-禾]【宮】
[042805] 雇＝顧【明】
[042806] 時＝得【三】【宮】
[042807] 汝字以上聖本斷缺
[042901] 揵＝健【宋】【聖】，犍【元】【明】
[042902] 椎＝稚【宋】【元】【宮】【聖】
[042903] [者*見]波＝堵波【三】【宮】下同
[042904] 列＝到【聖】＊
[042905] 礦＝獷【聖】
[042906] 挂＝掛【宋】【明】【宮】，桂【聖】
[042907] 釘＝丁【聖】＊
[042908] 〔應〕－【聖】
[042909] 不＋（應）【三】【宮】
[042910] 摒＝屏【三】【宮】【聖】＊
[042911] 潔＝繫【聖】
[042912] 先＝無【聖】
[042913] 以＝此【宋】【宮】
[043001] 〔尼陀那〕－【三】【宮】【聖】
[043002] 損＝[打-丁+貞]【三】【宮】
[043003] 鈕＝紐【宋】【元】【宮】，細【明】
[043004] 乏＝之【聖】
[043005] 恚＝苾【明】
[043006] 凌＝陵【聖】
[043007] 諸＝詣【聖】
[043008] 禾＝來【聖】
[043009] 伽＝迦【宋】【宮】
[043010] 若＝共【宮】
[043101] 准＝唯【宋】
[043102] 剃＝削【宮】
[043103] [巾*((宋-木)/登)]＝[打-丁+貞]【三】【宮】【聖】＊
[043104] 此下聖本有光明皇后願文
[043105] 部＋（律）【聖】
[043201] 揭＝竭【三】【宮】＊
[043202] 懾＝讋【宮】
[043203] 紐＝細【宮】
[043204] 揵＝犍【三】【宮】
[043205] 稚＝椎【明】
[043301] 准＝唯【宮】
[043302] 以＝已【明】
[043303] 沙波＝波沙【三】【宮】＊
[043304] 第＝弟【宮】
[043305] 互＝牙【宮】
[043306] 林＝樹【三】＊
[043307] [者*見]＝堵【三】【宮】
[043401] 若＝特【元】
[043402] 〔尼陀那〕－【三】【宮】
[043403] 所＝作【宋】【明】【宮】
[043404] 給＝結【明】
[043405] 荼＝茶【三】【宮】
[043406] 玔＝釧【三】【宮】
[043407] 末＝粖【三】【宮】
[043501] 寶＝財【三】【宮】
[043502] 末＝未【元】
[043503] 二＝三【三】【宮】
[043504] [麩-夫+欠]＝凌【三】【宮】
[043505] 追＝退【宮】
[043506] 昔＝皆【宮】
[043507] 蛇＝地【宮】
[043601] 便即＝即便【三】【宮】
[043602] 信＝心【宮】
[043603] 彼＝後【三】【宮】
[043604] 於＝此【三】【宮】
[043605] 蟠＝盤【三】【宮】
[043606] 喜＝善【明】
[043701] 敬＝梵【宮】
[043702] 耶＝也【三】【宮】
[043703] 露＝覆【宋】【宮】
[043801] 而＝所【三】【宮】
[043802] 痿＝萎【三】【宮】
[043803] 〔爾〕－【三】【宮】
[043804] 罰＝伐【三】【宮】＊
[043805] 處＝家【三】
[043901] 蓆＝席【三】【宮】
[043902] 揵＝健【宋】，犍【明】
[043903] 稚＝椎【宋】【明】
[043904] 所＝可【三】
[043905] [打-丁+王]＝枉【三】【宮】
[043906] 明＝田【宮】
[043907] 娑＝婆【宮】
[043908] 〔大〕－【三】【宮】＊，〔大唐〕－【聖】
[043909] 同＝銅【三】【宮】＊
[043910] 既＝即【三】
[043911] 號＝[口*(自/(犀-尸-牛)/十)]【三】【宮】
[043912] 惡＝罪【聖】
[044001] 肉＝內【聖】
[044002] 烏＝鳥【三】【宮】【聖】
[044003] 狐[狂-王+各]＝及狐貉【三】【宮】【聖】
[044004] 搥＝椎【三】【宮】
[044005] 報＝執【聖】
[044006] [口*食]＝食【三】【宮】
[044007] 酥＝蘇【宋】
[044008] 藥＝攝【宋】【明】【宮】
[044009] 肉＝害【三】【宮】
[044010] [米*少]＝沙【三】【宮】＊
[044011] 眠＝眼【聖】
[044012] [米*少]＝沙【三】【宮】【聖】
[044013] 緣＝以【聖】
[044014] 葡＝蒱【三】【宮】
[044101] 咸＝成【聖】
[044102] 〔人〕－【聖】
[044103] 〔自飽食〕－【聖】
[044104] 酥＝蘇【聖】＊
