#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01  中論卷第一＝中論序【三】
[020002]02  朋＝明【明】
[020003]03  木＝水【明】
[020004]04  為＝受【宮】
[020101]01  遣＝違【三】【宮】
[020102]02  用＝因【宮】
[020103]03  用＝有【宮】
[020104]04  執＝勢【三】【宮】
[020201]01  違＝遵【宮】
[020202]02  身＝是【明】
[020203]03  智＝知【三】【宮】
[020204]04  煖＝暖【三】【宮】
[020205]05  法＝怯【三】【宮】
[020301]01  熟＝敦【宮】
[020302]02  始＝如【宮】
[020303]03  太＝大【三】【宮】
[020304]04  憚＝禪【宮】
<020301>＊  〔大乘〕－【三】【宮】
<020302>＊  〔大乘〕－【三】【宮】
<020303>＊  （唐）＋三藏【明】
<020304>＊  詔＝制【三】【宮】
[020401]01  生＝此【三】【宮】
[020402]02  既＝說【明】
[020403]03  太＝大【元】【明】
[020404]04  油＝法【明】
[020405]05  三＝二【三】【宮】
[020406]06  破＝彼【三】【宮】
[020501]01  未＝卒【宮】
[020502]02  生＝主【宮】
[020503]03  何＝無【明】
[020504]04  恆＝怛【三】【宮】
[020601]01  無＝有【明】
[020602]02  必＝不【明】
[020603]03  有＝是【明】
[020604]04  待＝行【宮】
[020605]05  其＝具【元】
[020701]01  用＝同【三】【宮】
[020702]02  意＝思【元】【明】
[020703]03  有久習＝久修習【三】【宮】
[020704]04  姓＝性【三】【宮】
[020705]05  似＝改【宋】
[020706]06  先＝法【元】【明】
[020707]07  能＝德【宮】
[020708]08  雖＝離【宮】
[020709]09  若＝者【宋】
[020710]10  救＝故【明】
[020801]01  能＝雖【宮】
[020802]02  位＝欲【明】
[020803]03  正＝政【三】【宮】
[020804]04  米＝未【三】【宮】
[020805]05  計＝既【明】
[020901]01  智＝知【宮】
[020902]02  後＝故【三】【宮】
[020903]03  俱＝相【宋】
[020904]04  計＝許【三】【宮】
[020905]05  〔為〕－【宮】
<020901>＊  〔大乘〕－【三】【宮】
<020902>＊  〔大乘〕－【三】【宮】
<020903>＊  （唐）＋三藏【明】
<020904>＊  詔＝制【三】【宮】
[020906]06  住＝性【宮】
[021001]01  又＝人【宮】
[021002]02  常＝當【宮】
[021003]03  法＝所【三】【宮】
[021004]04  用＝則【明】
[021101]01  辨＝辯【三】＊
[021102]02  失＝先【三】【宮】
[021103]03  豈＝起【明】
[021104]04  共＝俱【三】【宮】
[021105]05  訖＝說【三】
[021106]06  力＝立【明】
[021107]07  衰盛＝盛衰【明】
[021108]08  炊＝欻【宮】
[021109]09  定＝足【宋】【宮】
[021201]01  信＝住【三】【宮】＊
<021201>＊  信＝住【三】【宮】
[021202]02  初＋（法）【宮】
<021202>＊  辨＝辯【三】
[021203]03  〔亦〕－【宮】
[021204]04  先＝無【三】【宮】
[021205]05  當＝常【宮】
[021206]06  為＝常【宮】
[021207]07  住＝任【元】【明】【宮】
[021208]08  其＝與【宮】
[021301]01  住＝位【宮】
[021302]02  令＝今【三】【宮】
[021303]03  亦＝色【三】【宮】
<021301>＊  辨＝辯【三】
<021302>＊  辨＝辯【三】
[021401]01  勢＝世【明】
[021402]02  為＝餘【明】
[021403]03  見＝現【明】
[021404]04  有＝用【三】【宮】
[021405]05  證＝諸【元】【明】
[021406]06  時＝非【三】【宮】
[021407]07  [分/瓦]＝甕【明】
[021501]01  想＝相【三】【宮】
[021502]02  云＝去【明】
[021503]03  真＝實【三】【宮】
[021504]04  境心＝心境【明】
<021501>＊  〔大乘〕－【三】【宮】
<021502>＊  〔大乘〕－【三】【宮】
<021503>＊  （唐）＋三藏【明】
<021504>＊  詔＝制【三】【宮】
[021505]05  德＝得【三】
[021601]01  惔＝憺【明】
[021602]02  途＝徒【三】【宮】
[021603]03  德＝得【明】
[021604]04  任＝住【元】
[021605]05  太＝大【三】【宮】
[021606]06  為＝是【明】
[021607]07  越＝起【三】【宮】
[021701]01  時＝隨【三】
[021702]02  詮＝證【宋】【元】【宮】
[021703]03  超＝起【三】【宮】
[021704]04  耶＝邪【三】【宮】
[021801]01  止＝正【元】【明】【宮】
[021802]02  諸＝誠【三】【宮】
[021803]03  姓＝性【明】
[021804]04  菩＝苦【明】
[021805]05  所＝行【宮】
[021806]06  厭死＝死樂【明】
[021901]01  邪＝耶【三】【宮】
[022001]01  頰＝類【三】【宮】
[022002]02  摧他＝推地【明】
[022003]03  詮＝證【三】【宮】
[022101]01  占＝瞻【宮】
[022102]02  遣＝違【三】
[022103]03  空＝宗【明】
[022104]04  自＝其【明】
[022201]01  知＝智【三】【宮】
<022201>＊  〔大乘〕－【三】【宮】
<022202>＊  〔大乘〕－【三】【宮】
<022203>＊  （唐）＋三藏【明】
<022204>＊  詔＝制【三】【宮】
[022202]02  名＝有【明】
[022203]03  有＝見【明】
[022301]01  析＝柝【宮】
[022302]02  根＝相【元】【明】
[022303]03  辨＝辯【三】【宮】＊
[022304]04  說＝識【三】
[022401]01  （所）＋染【三】【宮】
[022402]02  黃＝花【三】【宮】
[022403]03  言＝生【三】【宮】
[022404]04  相＝根【三】
[022501]01  似＝如【明】
[022502]02  起＝造【明】
[022503]03  由何＝何由【三】【宮】
[022504]04  令＝今【明】
[022505]05  一＝果【明】
[022506]06  色貪＝貪色【三】【宮】
[022507]07  自＝是【明】
[022601]01  或＝成【宮】
[022602]02  先＝無【宮】
[022603]03  知＝智【三】【宮】
[022604]04  遲＝逆【宮】
[022605]05  亦＝不【明】
[022606]06  至＝生【宮】
[022607]07  根＝相【元】【明】
[022608]08  [石*慈]＝慈【宋】【元】【宮】＊
[022609]09  往＝住【宮】
[022610]10  既＝俱【三】【宮】
[022611]11  珠＝殊【明】
<022601>＊  [石*慈]＝慈【宋】【元】【宮】
<022602>＊  [石*慈]＝慈【宋】【元】【宮】
[022612]12  念＝合【宮】
<022603>＊  辨＝辯【三】【宮】
[022613]13  相＝根【三】【宮】
[022701]01  明＝眼【宮】
[022702]02  二＝三【三】【宮】
[022703]03  或＝惑【三】【宮】
[022801]01  取＝共【明】
[022802]02  止＝正【三】【宮】
[022803]03  具＝其【三】【宮】
<022801>＊  辨＝辯【三】【宮】
<022802>＊  辨＝辯【三】【宮】
[022804]04  悶＝閑【宮】
[022805]05  任＝住【宮】
[022806]06  謂＝諸【三】【宮】
[022807]07  標＝[巾*票]【元】【明】
[022808]08  由＝比【明】
[022809]09  想＝應【宮】
[022901]01  如＝知【三】【宮】
[022902]02  曰＝言【三】【宮】
[022903]03  或＝惑【三】【宮】
[022904]04  寔＝實【三】【宮】
[022905]05  皆＝能【明】
[022906]06  思＝異【宮】
[022907]07  裊＝[馬-(烈-列)+衣]【宮】＊
<022901>＊  裊＝[馬-(烈-列)+衣]【宮】
[022908]08  妄契＝契妄【元】【明】
<022902>＊  〔大乘〕－【三】【宮】
<022903>＊  〔大乘〕－【三】【宮】
<022904>＊  （唐）＋三藏【明】
<022905>＊  詔＝制【三】【宮】
[022909]09  辨＝辨【宋】【元】，辯【明】
[023001]01  有＝說【三】【宮】
[023002]02  先＝光【宮】
[023003]03  非＝亦【三】【宮】
[023004]04  大＝太【三】【宮】
[023005]05  辨＝辯【三】【宮】＊
[023006]06  溺＝尿【三】【宮】
[023007]07  痢＝利【明】
[023101]01  槊＝[矛*肖]【三】
[023102]02  數＝故【宋】
[023103]03  他＝地【三】【宮】
[023104]04  寱＝[言*藝]【宋】【元】【宮】
<023101>＊  辨＝辯【三】【宮】
[023201]01  失＝夫【明】
[023202]02  即＝既【三】【宮】
<023201>＊  辨＝辯【三】【宮】
[023301]01  以＝已【三】【宮】
<023301>＊  辨＝辯【三】【宮】
[023302]02  煖＝燒【三】
[023303]03  煖＝燒【三】【宮】＊
[023304]04  此＝煖【三】【宮】
<023302>＊  煖＝燒【三】【宮】
[023305]05  米＝未【宮】
[023401]01  所＝共【三】【宮】
[023402]02  二＝三【三】【宮】
[023403]03  破＝彼【宮】
[023404]04  君＝名【明】
[023405]05  有＝真【三】
[023501]01  偏＝[彳*扁]【宋】【宮】
[023502]02  偏＝[彳*扁]【宮】
[023503]03  滅＝減【元】【明】
[023504]04  有理無＝理都無【宮】
[023505]05  性＝住【宮】
<023501>＊  辨＝辯【三】【宮】
[023601]01  但＝俱【元】【明】
[023602]02  任＝住【宋】
<023601>＊  〔大乘〕－【三】【宮】
<023602>＊  〔大乘〕－【三】【宮】
<023603>＊  （唐）＋三藏【明】
<023604>＊  詔＝制【三】【宮】
[023603]03  辨＝辯【三】【宮】
[023604]04  論＝餘【宮】
[023605]05  一＝二【明】
[023701]01  （而）＋出【宮】
[023702]02  破＝礙【三】【宮】
[023703]03  別＝異【三】
[023704]04  可＝言【宮】
[023705]05  三＝二【明】【宮】
[023801]01  用＝因【宮】
[023802]02  顯＝體【三】【宮】
[023803]03  熟＝孰【三】【宮】
[023804]04  想＝相【三】【宮】
[023805]05  必＝心【宮】
[023806]06  然＝成【宮】
[023807]07  彼＝後【三】【宮】
[023901]01  居＝若【三】【宮】
[023902]02  揩＝楷【明】
[023903]03  具＝真【明】
[023904]04  或＝若【明】
[023905]05  [巾*票]＝標【三】【宮】
[023906]06  故＝法【三】【宮】
[024001]01  為＝無【明】
[024201]01  以＝已【三】【宮】
[024202]02  詞＝訶【元】
<024201>＊  〔大乘〕－【三】【宮】
<024202>＊  〔大乘〕－【三】【宮】
<024203>＊  （唐）＋三藏【明】
[024203]03  奘＝裝【明】
<024204>＊  詔＝制【三】【宮】
[024204]04  見故＝明見【三】【宮】
[024205]05  怖達深＝逆怖真【三】【宮】
[024301]01  即＝既【三】【宮】＊
[024302]02  成＝立【明】【宮】
[024303]03  有無＝無有【三】【宮】
<024401>＊  即＝既【三】【宮】
[024401]01  諸＝謂【三】【宮】
[024402]02  立因＝因成【三】【宮】
[024403]03  宗＝等【三】【宮】
[024501]01  固＝因【三】【宮】
[024601]01  問＝同【元】【明】
[024602]02  酥＝蘇【宋】【元】【宮】
[024603]03  及＝反【三】【宮】
[024604]04  引＝別【三】
[024701]01  證＝詮【三】【宮】
[024702]02  偏＝[彳*扁]【元】
[024703]03  辨＝辯【三】【宮】＊
[024704]04  其＝異【宮】
[024705]05  耶＝邪【明】
[024801]01  有＝而【宮】
[024802]02  謂＝誰【三】【宮】
[024803]03  蛇＝他【三】
<024801>＊  辨＝辯【三】【宮】
[024804]04  遮＝塵【三】【宮】
[024901]01  投＝救【三】【宮】
[024902]02  言＝聖【明】
[024903]03  誰＝詎【三】【宮】
[024904]04  深＝淨【三】【宮】
[024905]05  偏＝[彳*扁]【元】【宮】
<024901>＊  辨＝辯【三】【宮】
[024906]06  令＝合【三】【宮】
[024907]07  非＝作【宮】
[025001]01  性＝生【三】【宮】
[025002]02  我＝戎【宋】
[025003]03  酥＝蘇【宋】【元】【宮】
<025001>＊  〔大乘〕－【三】【宮】
[025004]04  〔一卷〕－【三】【宮】＊
[025005]05  後魏北印度＝元魏天竺【三】【宮】
[025006]06  三藏＋（法師）【三】【宮】
[025007]07  流＝留【宋】【元】【宮】
[025008]08  常＝當【三】【宮】
[025009]09  二＋（相）【三】
[025010]10  [泥/土]＝泥【三】【宮】＊
<025002>＊  [泥/土]＝泥【三】【宮】
[025101]01  法有為＝有為法【三】【宮】
<025101>＊  [泥/土]＝泥【三】【宮】
<025102>＊  [泥/土]＝泥【三】【宮】
[025102]02  疊＝[疊*毛]【三】【宮】＊
<025103>＊  疊＝[疊*毛]【三】【宮】
[025103]03  此＝少【三】【宮】
<025104>＊  [泥/土]＝泥【三】【宮】
<025105>＊  疊＝[疊*毛]【三】【宮】
[025104]04  智＝知【三】【宮】
[025105]05  知＝智【三】【宮】
<025106>＊  [泥/土]＝泥【三】【宮】
<025107>＊  疊＝[疊*毛]【三】【宮】
<025108>＊  疊＝[疊*毛]【三】【宮】
<025109>＊  [泥/土]＝泥【三】【宮】
[025106]06  〔生〕－【三】【宮】
[025201]01  〔所〕－【三】【宮】
<025201>＊  疊＝[疊*毛]【三】【宮】
<025202>＊  [泥/土]＝泥【三】【宮】
<025203>＊  [泥/土]＝泥【三】【宮】
[025202]02  〔生〕－【三】【宮】
<025204>＊  疊＝[疊*毛]【三】【宮】
<025205>＊  疊＝[疊*毛]【三】【宮】
[025203]03  山＝出【宮】
[025204]04  響＝鼓【三】【宮】
[025205]05  正＝此【三】【宮】
[025206]06  有＝無【宮】
[025207]07  異＝體【三】【宮】
<025206>＊  〔一卷〕－【三】【宮】
[025301]01  〔一卷〕－【三】【宮】＊
[025302]02  後魏瞿曇留支雒陽譯＝元魏婆羅門瞿曇般若龍支於雒陽譯【三】【宮】
[025303]03  體自體＝自體性【明】
[025304]04  憂＝優【三】【宮】
[025305]05  熱＝熟【明】
[025306]06  蜜＝密【三】【宮】＊
<025301>＊  蜜＝密【三】【宮】
<025302>＊  〔一卷〕－【三】【宮】
[025401]01  西天譯經＝宋西天【明】
[025402]02  〔賜紫臣〕－【明】
[025403]03  西天譯經＝宋西天【明】
[025404]04  〔賜紫臣〕－【明】
[025405]05  涅盤＝涅槃【三】【宮】
[025501]01  得＝等【三】【宮】
[025601]01  住＝生【元】【明】
[025602]02  西天譯經＝宋西天【明】
[025603]03  〔賜紫臣〕－【明】
[025604]04  性＝惱【明】
[025605]05  盤＝槃【三】【宮】
[025606]06  若＝苦【明】
[025607]07  當＝善【元】【明】
[025608]08  〔卷〕－【明】
[025609]09  北涼＋（世）【三】【宮】
[025610]10  （釋）＋道泰【三】【宮】＊
[025611]11  禮＝相【宮】
[025701]01  求＝水【三】【宮】
[025702]02  施＝持【宋】【元】
[025703]03  語＝諸【三】【宮】
[025704]04  消＝銷【三】【宮】
[025705]05  （大丈夫論）＋施【宋】【元】【宮】＊
<025701>＊  （大丈夫論）＋施【宋】【元】【宮】
[025706]06  （若）＋能【三】【宮】
[025707]07  〔者〕－【三】
[025801]01  好＝如【三】【宮】
[025802]02  沃＝惡【宮】
<025801>＊  （大丈夫論）＋施【宋】【元】【宮】
[025803]03  淤＝於【元】
[025804]04  拯＝極【三】【宮】
[025805]05  齊＝濟【元】【明】
[025806]06  〔勝〕－【元】【明】
[025807]07  解脫＝勝處【元】【明】【宮】
[025808]08  壞＝懷【元】【明】
[025809]09  喜＝悅【三】【宮】＊
[025810]10  是＝此【三】【宮】
[025811]11  乞＋（求）【三】【宮】＊
<025802>＊  乞＋（求）【三】【宮】
[025812]12  則＝財【三】【宮】
[025813]13  其＝具【三】【宮】
[025814]14  壞＝懷【宋】【元】【宮】
[025815]15  〔之〕－【三】【宮】
[025816]16  今＝人【三】【宮】
<025803>＊  乞＋（求）【三】【宮】
[025901]01  便＝使【三】【宮】
[025902]02  又＝後【三】【宮】
[025903]03  辛＝[言*辛]【元】【明】
[025904]04  之＝快【明】
[025905]05  具＝是【宮】
[025906]06  （大丈夫論）＋勝【宋】【元】【宮】
[025907]07  有＝大【宋】
<025901>＊  （大丈夫論）＋施【宋】【元】【宮】
[025908]08  （施）＋主【三】【宮】
[025909]09  心＋者【三】【宮】
[025910]10  使稱＋稱彼【三】【宮】
[025911]11  〔者〕－【三】【宮】
[025912]12  食＋（者）【三】【宮】
[026001]01  （大丈夫論）＋恭【宋】【元】【宮】
[026002]02  〔等〕－【三】【宮】
[026003]03  〔各〕－【三】【宮】
<026001>＊  （大丈夫論）＋施【宋】【元】【宮】
[026004]04  渡＝度【三】【宮】
[026005]05  釐至＝氂至於【三】【宮】
[026006]06  捨者捨＝者施【三】【宮】
[026007]07  〔者〕－【三】【宮】
<026002>＊  喜＝悅【三】【宮】
[026008]08  施心況施＝心施何況【三】【宮】
[026009]09  （大丈夫論）＋財【宋】【元】【宮】
[026101]01  （大丈夫論）＋捨【宋】【元】【宮】＊
[026102]02  支＝肢【三】【宮】
[026103]03  捨＝施【三】【宮】
[026104]04  悲＝非【三】【宮】
[026105]05  相＝想【三】【宮】
[026106]06  〔於〕－【三】【宮】
[026107]07  返＝反【三】【宮】
